attacking_type,defending_type,multiplier,generation,source,source_url,rule_set
Dragon,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Grass,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Poison,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Flying,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Bug,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Dragon,Dragon,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
